severity,issue_type,question_id,paper_family,paper,question_number,question_image_path,mark_scheme_image_path,question_image_url,mark_scheme_image_url,details,evidence,confirmed_visual_observation
risk,pipeline_image_review_flags,13summer24_q09,p1,13summer24,9,p1/13summer24/questions/q09.png,p1/13summer24/mark_scheme/q09.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/questions/q09.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/mark_scheme/q09.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer24_q10,p1,13summer24,10,p1/13summer24/questions/q10.png,p1/13summer24/mark_scheme/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/questions/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/mark_scheme/q10.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer24_q10,p1,13summer24,10,p1/13summer24/questions/q10.png,p1/13summer24/mark_scheme/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/questions/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/mark_scheme/q10.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer24_q11,p1,13summer24,11,p1/13summer24/questions/q11.png,p1/13summer24/mark_scheme/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/questions/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/mark_scheme/q11.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer24_q11,p1,13summer24,11,p1/13summer24/questions/q11.png,p1/13summer24/mark_scheme/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/questions/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer24/mark_scheme/q11.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer25_q01,p1,13summer25,1,p1/13summer25/questions/q01.png,p1/13summer25/mark_scheme/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q01.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q01,p1,13summer25,1,p1/13summer25/questions/q01.png,p1/13summer25/mark_scheme/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q01.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,13summer25_q01,p1,13summer25,1,p1/13summer25/questions/q01.png,p1/13summer25/mark_scheme/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q01.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer25_q02,p1,13summer25,2,p1/13summer25/questions/q02.png,p1/13summer25/mark_scheme/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q02.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q02,p1,13summer25,2,p1/13summer25/questions/q02.png,p1/13summer25/mark_scheme/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q02.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,13summer25_q02,p1,13summer25,2,p1/13summer25/questions/q02.png,p1/13summer25/mark_scheme/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q02.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer25_q03,p1,13summer25,3,p1/13summer25/questions/q03.png,p1/13summer25/mark_scheme/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q03.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q03,p1,13summer25,3,p1/13summer25/questions/q03.png,p1/13summer25/mark_scheme/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q03.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,13summer25_q03,p1,13summer25,3,p1/13summer25/questions/q03.png,p1/13summer25/mark_scheme/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q03.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer25_q04,p1,13summer25,4,p1/13summer25/questions/q04.png,p1/13summer25/mark_scheme/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q04.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q04,p1,13summer25,4,p1/13summer25/questions/q04.png,p1/13summer25/mark_scheme/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q04.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,13summer25_q04,p1,13summer25,4,p1/13summer25/questions/q04.png,p1/13summer25/mark_scheme/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q04.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mapping_status_not_pass,13summer25_q05,p1,13summer25,5,p1/13summer25/questions/q05.png,p1/13summer25/mark_scheme/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q05.png,mapping_status='fail'; reason='weak_question_anchor',,
risk,mark_scheme_crop_confidence_review,13summer25_q05,p1,13summer25,5,p1/13summer25/questions/q05.png,p1/13summer25/mark_scheme/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q05.png,mark_scheme_crop_confidence='medium',"markscheme_image_uncertain,weak_question_anchor",
risk,pipeline_image_review_flags,13summer25_q05,p1,13summer25,5,p1/13summer25/questions/q05.png,p1/13summer25/mark_scheme/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q05.png,Pipeline reported image/crop/content review flags,"markscheme_image_uncertain,weak_question_anchor",
risk,validation_status_fail,13summer25_q05,p1,13summer25,5,p1/13summer25/questions/q05.png,p1/13summer25/mark_scheme/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q05.png,Pipeline validation_status='fail',weak_question_anchor,
risk,mark_scheme_crop_confidence_review,13summer25_q06,p1,13summer25,6,p1/13summer25/questions/q06.png,p1/13summer25/mark_scheme/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q06.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q06,p1,13summer25,6,p1/13summer25/questions/q06.png,p1/13summer25/mark_scheme/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q06.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,13summer25_q06,p1,13summer25,6,p1/13summer25/questions/q06.png,p1/13summer25/mark_scheme/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q06.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer25_q07,p1,13summer25,7,p1/13summer25/questions/q07.png,p1/13summer25/mark_scheme/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q07.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q07,p1,13summer25,7,p1/13summer25/questions/q07.png,p1/13summer25/mark_scheme/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q07.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,13summer25_q07,p1,13summer25,7,p1/13summer25/questions/q07.png,p1/13summer25/mark_scheme/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q07.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer25_q08,p1,13summer25,8,p1/13summer25/questions/q08.png,p1/13summer25/mark_scheme/q08.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q08.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q08.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q08,p1,13summer25,8,p1/13summer25/questions/q08.png,p1/13summer25/mark_scheme/q08.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q08.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q08.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,13summer25_q08,p1,13summer25,8,p1/13summer25/questions/q08.png,p1/13summer25/mark_scheme/q08.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q08.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q08.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer25_q09,p1,13summer25,9,p1/13summer25/questions/q09.png,p1/13summer25/mark_scheme/q09.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q09.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q09.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q09,p1,13summer25,9,p1/13summer25/questions/q09.png,p1/13summer25/mark_scheme/q09.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q09.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q09.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer25_q10,p1,13summer25,10,p1/13summer25/questions/q10.png,p1/13summer25/mark_scheme/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q10.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q10,p1,13summer25,10,p1/13summer25/questions/q10.png,p1/13summer25/mark_scheme/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q10.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,13summer25_q10,p1,13summer25,10,p1/13summer25/questions/q10.png,p1/13summer25/mark_scheme/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q10.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q10.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,13summer25_q11,p1,13summer25,11,p1/13summer25/questions/q11.png,p1/13summer25/mark_scheme/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q11.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,13summer25_q11,p1,13summer25,11,p1/13summer25/questions/q11.png,p1/13summer25/mark_scheme/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q11.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,13summer25_q11,p1,13summer25,11,p1/13summer25/questions/q11.png,p1/13summer25/mark_scheme/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/questions/q11.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/13summer25/mark_scheme/q11.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,15autumn25_q04,p1,15autumn25,4,p1/15autumn25/questions/q04.png,p1/15autumn25/mark_scheme/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/questions/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/mark_scheme/q04.png,mark_scheme_crop_confidence='medium',"markscheme_foreign_question_boundary_trimmed,markscheme_image_uncertain",
risk,pipeline_image_review_flags,15autumn25_q04,p1,15autumn25,4,p1/15autumn25/questions/q04.png,p1/15autumn25/mark_scheme/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/questions/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/mark_scheme/q04.png,Pipeline reported image/crop/content review flags,"markscheme_foreign_question_boundary_trimmed,markscheme_image_uncertain",
risk,validation_status_review_with_image_flags,15autumn25_q04,p1,15autumn25,4,p1/15autumn25/questions/q04.png,p1/15autumn25/mark_scheme/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/questions/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/mark_scheme/q04.png,Pipeline validation_status='review' with image-related flags,"markscheme_foreign_question_boundary_trimmed,markscheme_image_uncertain",
risk,pipeline_image_review_flags,15autumn25_q05,p1,15autumn25,5,p1/15autumn25/questions/q05.png,p1/15autumn25/mark_scheme/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/questions/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/mark_scheme/q05.png,Pipeline reported image/crop/content review flags,markscheme_foreign_question_boundary_trimmed,
risk,validation_status_review_with_image_flags,15autumn25_q05,p1,15autumn25,5,p1/15autumn25/questions/q05.png,p1/15autumn25/mark_scheme/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/questions/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/mark_scheme/q05.png,Pipeline validation_status='review' with image-related flags,markscheme_foreign_question_boundary_trimmed,
risk,mark_scheme_crop_confidence_review,15autumn25_q07,p1,15autumn25,7,p1/15autumn25/questions/q07.png,p1/15autumn25/mark_scheme/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/questions/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/mark_scheme/q07.png,mark_scheme_crop_confidence='medium',"markscheme_image_uncertain,missing_image_detection_failure",
risk,pipeline_image_review_flags,15autumn25_q07,p1,15autumn25,7,p1/15autumn25/questions/q07.png,p1/15autumn25/mark_scheme/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/questions/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/mark_scheme/q07.png,Pipeline reported image/crop/content review flags,"markscheme_image_uncertain,missing_image_detection_failure",
risk,validation_status_review_with_image_flags,15autumn25_q07,p1,15autumn25,7,p1/15autumn25/questions/q07.png,p1/15autumn25/mark_scheme/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/questions/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15autumn25/mark_scheme/q07.png,Pipeline validation_status='review' with image-related flags,"markscheme_image_uncertain,missing_image_detection_failure",
risk,pipeline_image_review_flags,15spring25_q01,p1,15spring25,1,p1/15spring25/questions/q01.png,p1/15spring25/mark_scheme/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/questions/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/mark_scheme/q01.png,Pipeline reported image/crop/content review flags,markscheme_foreign_question_boundary_trimmed,
risk,validation_status_review_with_image_flags,15spring25_q01,p1,15spring25,1,p1/15spring25/questions/q01.png,p1/15spring25/mark_scheme/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/questions/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/mark_scheme/q01.png,Pipeline validation_status='review' with image-related flags,markscheme_foreign_question_boundary_trimmed,
risk,pipeline_image_review_flags,15spring25_q06,p1,15spring25,6,p1/15spring25/questions/q06.png,p1/15spring25/mark_scheme/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/questions/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/mark_scheme/q06.png,Pipeline reported image/crop/content review flags,markscheme_foreign_question_boundary_trimmed,
risk,validation_status_review_with_image_flags,15spring25_q06,p1,15spring25,6,p1/15spring25/questions/q06.png,p1/15spring25/mark_scheme/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/questions/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/mark_scheme/q06.png,Pipeline validation_status='review' with image-related flags,markscheme_foreign_question_boundary_trimmed,
risk,mark_scheme_crop_confidence_review,15spring25_q07,p1,15spring25,7,p1/15spring25/questions/q07.png,p1/15spring25/mark_scheme/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/questions/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/mark_scheme/q07.png,mark_scheme_crop_confidence='medium',"markscheme_foreign_question_boundary_trimmed,markscheme_image_uncertain",
risk,pipeline_image_review_flags,15spring25_q07,p1,15spring25,7,p1/15spring25/questions/q07.png,p1/15spring25/mark_scheme/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/questions/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/mark_scheme/q07.png,Pipeline reported image/crop/content review flags,"markscheme_foreign_question_boundary_trimmed,markscheme_image_uncertain",
risk,validation_status_review_with_image_flags,15spring25_q07,p1,15spring25,7,p1/15spring25/questions/q07.png,p1/15spring25/mark_scheme/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/questions/q07.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15spring25/mark_scheme/q07.png,Pipeline validation_status='review' with image-related flags,"markscheme_foreign_question_boundary_trimmed,markscheme_image_uncertain",
risk,mark_scheme_crop_confidence_review,15summer25_q01,p1,15summer25,1,p1/15summer25/questions/q01.png,p1/15summer25/mark_scheme/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q01.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,15summer25_q01,p1,15summer25,1,p1/15summer25/questions/q01.png,p1/15summer25/mark_scheme/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q01.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,15summer25_q01,p1,15summer25,1,p1/15summer25/questions/q01.png,p1/15summer25/mark_scheme/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q01.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q01.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,15summer25_q02,p1,15summer25,2,p1/15summer25/questions/q02.png,p1/15summer25/mark_scheme/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q02.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,15summer25_q02,p1,15summer25,2,p1/15summer25/questions/q02.png,p1/15summer25/mark_scheme/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q02.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,15summer25_q02,p1,15summer25,2,p1/15summer25/questions/q02.png,p1/15summer25/mark_scheme/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q02.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q02.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,15summer25_q03,p1,15summer25,3,p1/15summer25/questions/q03.png,p1/15summer25/mark_scheme/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q03.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,15summer25_q03,p1,15summer25,3,p1/15summer25/questions/q03.png,p1/15summer25/mark_scheme/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q03.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,15summer25_q03,p1,15summer25,3,p1/15summer25/questions/q03.png,p1/15summer25/mark_scheme/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q03.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q03.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,15summer25_q04,p1,15summer25,4,p1/15summer25/questions/q04.png,p1/15summer25/mark_scheme/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q04.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,15summer25_q04,p1,15summer25,4,p1/15summer25/questions/q04.png,p1/15summer25/mark_scheme/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q04.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,15summer25_q04,p1,15summer25,4,p1/15summer25/questions/q04.png,p1/15summer25/mark_scheme/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q04.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q04.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,15summer25_q05,p1,15summer25,5,p1/15summer25/questions/q05.png,p1/15summer25/mark_scheme/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q05.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
risk,pipeline_image_review_flags,15summer25_q05,p1,15summer25,5,p1/15summer25/questions/q05.png,p1/15summer25/mark_scheme/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q05.png,Pipeline reported image/crop/content review flags,markscheme_image_uncertain,
risk,validation_status_review_with_image_flags,15summer25_q05,p1,15summer25,5,p1/15summer25/questions/q05.png,p1/15summer25/mark_scheme/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q05.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q05.png,Pipeline validation_status='review' with image-related flags,markscheme_image_uncertain,
risk,mark_scheme_crop_confidence_review,15summer25_q06,p1,15summer25,6,p1/15summer25/questions/q06.png,p1/15summer25/mark_scheme/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/questions/q06.png,https://colourfour.github.io/Rock-Paper-Scissors/data/step-3/p1/15summer25/mark_scheme/q06.png,mark_scheme_crop_confidence='medium',markscheme_image_uncertain,
